ID,Education,Marital_Status,Income,percent_kids,percent_teenagers,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_age,joining_company,Tot_amnt_spent,last_purchase_day_type,minor_home,total_accept,Total_num_purchase,AOV
182,PhD,Live_in,1,0,100,62,71.54,0,13.85,0,1.51,13.1,4,6,2,5,8,0,0,0,0,0,0,0,2,2,397,Weekday,1,0,17,23.35294118
203,Master,Single,2,0,0,47,61.66,0.96,29.34,3.83,2.92,1.29,1,5,7,9,2,0,0,0,0,0,0,0,1,2,2089,Weekend,0,0,22,94.95454545
11025,Graduation,Married,0,50,50,9,47.1,0,33.33,2.9,2.17,14.49,4,3,1,3,8,0,0,0,0,0,0,0,1,2,138,Weekday,2,0,11,12.54545455
10203,Graduation,Single,0,100,0,77,26.19,16.67,21.43,7.14,2.38,26.19,1,1,0,3,7,0,0,0,0,0,0,0,0,2,42,Weekday,1,0,5,8.4
4607,Graduation,Live_in,2,0,0,24,29.21,2.96,50.06,5.41,2.7,9.65,1,4,5,7,2,0,0,0,0,0,0,0,1,1,777,Weekday,0,0,17,45.70588235
3711,Master,Married,2,0,0,19,54.42,7.05,35.23,1.31,2,0,1,6,3,10,3,0,0,1,1,0,0,0,2,0,1902,Weekend,0,2,20,95.1
3696,Graduation,Divorced,0,50,50,67,51.92,1.92,23.08,3.85,0,19.23,2,2,0,3,7,0,0,0,0,0,0,0,1,0,52,Weekend,2,0,7,7.428571429
2532,Master,Single,2,0,0,95,59.48,4.42,21.26,3.39,0.85,10.6,1,2,4,6,5,1,0,0,0,0,0,0,0,0,1651,Weekend,0,1,13,127
9214,Graduation,Married,1,0,0,48,50,0.56,17.88,10.61,4.75,16.2,1,5,1,6,5,0,0,0,0,0,0,0,0,1,358,Weekday,0,0,13,27.53846154
4943,Graduation,Married,2,0,0,73,79.85,1.91,12.51,0,1.91,3.82,1,2,4,9,6,0,1,1,0,0,0,0,2,3,1727,Weekday,0,2,16,107.9375
35,Graduation,Married,0,100,0,35,15.24,0.48,30.48,7.62,5.71,40.48,3,2,2,3,6,0,0,0,0,0,0,1,0,3,210,Weekday,1,1,10,21
2258,Graduation,Married,0,100,0,76,19.05,9.52,35.71,16.67,14.29,4.76,1,1,0,3,8,0,0,0,0,0,0,0,0,3,42,Weekday,1,0,5,8.4
4322,PhD,Live_in,2,0,0,20,68.24,2.94,24.71,1.24,1.94,0.93,1,4,5,10,2,0,0,0,0,0,0,0,1,1,1291,Weekday,0,0,20,64.55
713,Master,Married,1,0,0,72,31.9,3.39,34.62,15.16,7.01,7.92,1,4,4,6,3,0,0,0,0,0,0,0,0,0,442,Weekday,0,0,15,29.46666667
4702,Graduation,Single,1,0,0,20,52.77,8.18,20,11.82,0.9,6.33,1,4,8,4,8,0,0,0,0,0,0,0,1,3,1895,Weekday,0,0,17,111.4705882
3281,PhD,Married,1,50,50,69,50.12,2.43,16.3,7.3,6.57,17.27,6,4,1,8,6,0,0,0,0,0,0,0,1,1,411,Weekday,2,0,19,21.63157895
702,Master,Widow,1,0,100,80,31.09,11.71,15.93,18.62,10.94,11.71,4,4,3,8,5,0,0,0,0,0,0,0,1,2,521,Weekday,1,0,19,27.42105263
2004,Graduation,Single,2,0,100,65,53,4.62,22.26,10.87,4.62,4.62,1,4,7,5,1,0,0,0,0,0,0,0,1,1,1168,Weekday,1,0,17,68.70588235
4769,Master,Live_in,1,50,50,52,92.49,0.81,4.87,0,0,1.83,7,8,2,6,7,0,1,0,0,0,0,0,0,0,493,Weekday,2,1,23,21.43478261
4437,Graduation,Married,2,50,50,65,43.08,2.31,35.38,1.15,3.46,14.62,2,3,2,5,4,0,0,0,0,0,0,0,1,2,260,Weekday,2,0,12,21.66666667
8724,Graduation,Single,0,100,0,57,23.91,6.52,47.83,4.35,4.35,13.04,2,2,0,3,6,0,0,0,0,0,0,0,0,2,46,Weekday,1,0,7,6.571428571
10741,Master,Live_in,1,0,100,70,53.92,3.76,35.11,2.51,0,4.7,4,6,1,5,7,0,0,0,0,0,0,0,2,2,319,Weekday,1,0,16,19.9375
1991,Graduation,Live_in,1,0,100,0,81.25,0,11.46,0,0,7.29,1,2,1,3,5,0,0,0,0,0,0,0,1,0,96,Weekday,1,0,7,13.71428571
6931,Graduation,Divorced,2,0,0,19,43.69,14.22,27.5,6.12,5.65,2.82,1,8,3,4,4,0,0,1,0,0,0,1,1,0,1062,Weekend,0,2,16,66.375
11096,Master,Live_in,1,0,100,50,42.67,1.72,13.79,15.95,23.28,2.59,2,2,1,7,2,0,0,0,0,0,0,0,2,1,232,Weekday,1,0,12,19.33333333
304,Master,Single,0,100,0,67,25,3.95,25,5.26,6.58,34.21,3,3,0,3,7,0,0,0,0,0,0,0,0,1,76,Weekend,1,0,9,8.444444444
3665,Master,Live_in,0,100,0,46,1.85,16.67,14.81,20.37,5.56,40.74,3,3,0,3,8,0,0,0,0,0,0,0,0,1,54,Weekend,1,0,9,6
10591,Graduation,Widow,1,0,100,37,31.34,4.98,41.29,3.48,9.45,9.45,2,4,1,4,7,0,0,0,0,0,0,0,1,3,201,Weekday,1,0,11,18.27272727
5036,PhD,Single,1,100,0,38,62.07,0.74,10.34,0.99,0.74,25.12,2,4,5,3,6,0,0,0,0,0,0,0,0,3,406,Weekday,1,0,14,29
5547,PhD,Married,2,0,0,9,77.02,0.99,21,0,0.99,0,1,7,6,6,3,0,1,1,0,0,0,1,0,1,1919,Weekday,0,3,20,95.95
7822,Graduation,Live_in,1,0,100,56,29.91,2.72,38.07,4.83,16.31,8.16,2,4,6,8,3,0,0,0,0,0,0,0,0,2,662,Weekday,1,0,20,33.1
8541,Master,Married,0,100,0,98,19.51,9.76,24.39,14.63,17.07,14.63,2,2,0,4,5,0,0,0,0,0,0,0,0,0,41,Weekday,1,0,8,5.125
10955,Graduation,Widow,2,0,0,68,26,2.88,57.81,3.75,6.69,2.88,1,3,6,4,1,0,0,0,0,0,0,1,1,0,1600,Weekend,0,1,14,114.2857143
4368,Graduation,Married,1,100,0,72,31.34,5.22,32.09,14.93,8.96,7.46,1,3,0,4,6,0,0,0,0,0,0,0,0,1,134,Weekday,1,0,8,16.75
9671,Graduation,Married,0,50,50,47,20.29,4.35,30.43,2.9,1.45,40.58,4,3,1,2,8,1,0,0,0,0,0,1,1,0,69,Weekend,2,2,10,6.9
2256,Master,Married,0,50,50,33,80.95,0,14.29,0,0,4.76,2,1,0,3,6,0,0,0,0,0,0,0,1,0,21,Weekend,2,0,6,3.5
4279,Master,Single,0,50,50,87,27.78,7.41,18.52,5.56,7.41,33.33,2,1,1,3,3,0,0,0,0,0,0,0,1,0,54,Weekday,2,0,7,7.714285714
5371,Graduation,Single,0,100,0,0,6.59,17.58,26.37,12.09,0,37.36,2,3,1,2,7,1,0,0,0,0,0,1,0,0,91,Weekday,1,2,8,11.375
9240,PhD,Single,1,0,100,73,87.07,0,4.56,1.14,0.76,6.46,2,6,2,8,6,0,0,0,0,0,0,0,1,0,526,Weekday,1,0,18,29.22222222
9460,Graduation,Married,0,0,0,74,18.52,1.85,29.01,11.73,12.96,25.93,1,3,2,2,8,0,0,0,0,0,0,0,1,2,162,Weekend,0,0,8,20.25
9504,Master,Married,2,0,0,4,17.76,2.78,51.59,11.01,12.2,4.66,1,3,8,13,1,0,0,0,0,0,0,1,2,1,1008,Weekend,0,1,25,40.32
8692,Graduation,Live_in,1,50,50,50,37.5,7.08,40.42,6.25,2.5,6.25,6,4,1,5,8,0,0,0,0,0,0,0,2,3,240,Weekday,2,0,16,15
448,PhD,Single,1,100,0,57,38.74,10.69,17.23,12.83,5.66,14.84,2,6,2,11,5,0,0,0,0,0,0,0,0,2,795,Weekday,1,0,21,37.85714286
8314,Graduation,Married,2,0,0,30,31.43,7.28,42.95,1.64,10.44,6.26,1,5,6,7,2,0,0,1,0,0,0,0,0,2,1772,Weekday,0,1,19,93.26315789
8420,Master,Married,0,0,0,27,10.94,6.25,20.31,23.44,12.5,26.56,2,2,0,4,5,0,0,0,0,0,0,0,1,1,64,Weekday,0,0,8,8
3174,Graduation,Live_in,2,0,100,61,76.24,1.94,14.67,2.55,2.91,1.69,1,5,10,4,6,0,1,1,1,1,0,1,1,2,1957,Weekend,1,5,20,97.85
7685,Graduation,Married,0,100,0,4,38.46,10.26,15.38,10.26,10.26,15.38,1,2,0,4,5,0,0,0,0,0,0,0,0,1,78,Weekend,1,0,7,11.14285714
3179,Graduation,Single,2,0,0,75,15.84,9.73,59.8,3.69,8.52,2.42,0,6,6,7,2,0,0,0,0,0,0,0,0,2,1572,Weekend,0,0,19,82.73684211
9780,Master,Live_in,2,0,100,12,58.49,3.14,16.6,17.11,0,4.65,2,8,3,13,4,0,0,0,0,0,0,0,1,2,795,Weekend,1,0,26,30.57692308
10681,Master,Married,1,0,100,13,14.51,14.51,29.13,18.9,13.61,9.34,5,6,3,12,4,0,0,0,0,0,0,0,1,0,889,Weekday,1,0,26,34.19230769
10232,PhD,Divorced,1,0,100,9,52.57,5.44,24.47,8.46,1.81,7.25,3,3,2,7,3,0,0,0,0,0,0,0,1,1,331,Weekday,1,0,15,22.06666667
4184,PhD,Live_in,1,0,100,48,71.32,0.75,10.94,1.13,0.75,15.09,2,3,2,5,4,0,0,0,0,0,0,0,2,0,265,Weekday,1,0,12,22.08333333
9120,Graduation,Single,2,0,100,80,70.14,0.94,15.12,6.1,3.76,3.94,4,4,2,9,8,0,0,0,0,0,0,0,1,3,1065,Weekday,1,0,19,56.05263158
891,Master,Live_in,0,50,50,60,54.55,0,18.18,18.18,0,9.09,1,1,0,2,5,0,0,0,0,0,0,0,2,1,11,Weekend,2,0,4,2.75
10381,Graduation,Single,1,0,100,43,66.67,0,14.29,0,0,19.05,1,1,0,2,6,0,0,0,0,0,0,0,0,2,21,Weekday,1,0,4,5.25
3525,Graduation,Live_in,0,50,50,19,70.59,0,23.53,0,0,5.88,1,1,0,2,7,0,0,0,0,0,0,0,1,3,17,Weekend,2,0,4,4.25
6818,Graduation,Married,1,0,100,26,26.56,0,28.73,13.28,2.71,28.73,5,5,1,5,6,0,0,0,0,0,0,0,1,3,369,Weekend,1,0,16,23.0625
3526,PhD,Married,0,50,50,58,84.21,0,13.16,0,0,2.63,2,1,0,3,7,0,0,0,0,0,0,0,1,0,38,Weekday,2,0,6,6.333333333
8181,Master,Single,0,100,0,42,28.81,6.78,27.68,9.6,13.56,13.56,3,4,1,3,8,0,0,0,0,0,0,0,0,1,177,Weekday,1,0,11,16.09090909
1029,PhD,Live_in,2,0,100,27,71.68,1.79,15.77,0,3.58,7.17,1,5,1,5,5,0,0,0,0,0,0,0,1,1,279,Weekday,1,0,12,23.25
7369,Master,Married,0,100,0,56,40.32,9.68,40.32,9.68,0,0,2,2,0,3,8,0,0,0,0,0,0,0,0,1,62,Weekday,1,0,7,8.857142857
2574,PhD,Married,1,0,100,27,85.37,0.98,11.71,0,0,1.95,3,6,4,8,5,0,1,0,1,1,0,1,0,2,1230,Weekday,1,4,21,58.57142857
8159,Graduation,Married,1,50,50,10,64.29,0,12.09,7.14,0,16.48,3,4,1,3,7,0,0,0,0,0,0,0,1,0,182,Weekday,2,0,11,16.54545455
1160,Graduation,Married,0,50,50,48,18.37,8.16,34.69,20.41,4.08,14.29,4,3,0,3,8,0,0,0,0,0,0,0,1,1,49,Weekday,2,0,10,4.9
10242,PhD,Live_in,1,50,50,39,74.67,0,14.67,0,0,10.67,2,2,0,4,5,0,0,0,0,0,0,0,1,1,75,Weekend,2,0,8,9.375
5253,Master,Live_in,1,50,50,85,63.88,5.73,20.26,7.49,0.88,1.76,6,4,2,4,7,0,0,0,0,0,0,0,1,1,227,Weekday,2,0,16,14.1875
5966,PhD,Married,1,50,50,64,94.42,0,4.65,0,0,0.93,5,3,1,6,6,0,1,0,0,0,0,0,1,3,215,Weekday,2,1,15,14.33333333
5314,Graduation,Live_in,1,0,100,69,60.81,0.68,6.08,8.78,1.35,22.3,7,7,1,5,8,0,0,0,0,0,0,0,2,2,444,Weekday,1,0,20,22.2
5081,Master,Live_in,1,50,50,54,19.15,0,34.04,12.77,12.77,21.28,1,1,0,3,8,0,0,0,0,0,0,0,1,1,47,Weekend,2,0,5,9.4
5123,Master,Married,0,0,0,57,25.87,8.39,16.08,5.59,7.69,36.36,1,2,1,3,7,0,0,0,0,0,0,0,2,2,143,Weekday,0,0,7,20.42857143
5756,Graduation,Live_in,0,100,0,64,83.64,0,12.73,0,0,3.64,2,2,0,3,6,0,0,0,0,0,0,0,0,0,55,Weekday,1,0,7,7.857142857
8036,Master,Live_in,0,50,50,10,49.21,1.59,20.63,11.11,3.17,14.29,4,2,1,4,4,0,0,0,0,0,0,0,1,0,63,Weekday,2,0,11,5.727272727
9058,Graduation,Widow,2,0,0,65,56.78,1.12,28.39,1.71,0,12,1,5,11,5,3,1,0,1,1,0,0,1,1,3,1867,Weekday,0,4,22,84.86363636
5057,Master,Married,1,0,100,74,43.21,7.69,30.77,8.84,7.69,1.8,2,4,4,10,2,0,0,0,0,0,0,0,1,1,611,Weekend,1,0,20,30.55
254,Graduation,Live_in,1,0,100,4,84.36,0.85,6.34,1.27,0.85,6.34,3,7,1,7,7,0,1,0,0,0,0,0,1,0,473,Weekend,1,1,18,26.27777778
4179,Graduation,Live_in,0,0,0,94,14.55,16.36,16.36,3.64,9.09,40,1,1,1,3,4,0,0,0,0,0,0,0,1,1,55,Weekday,0,0,6,9.166666667
3710,PhD,Single,0,100,0,41,23.46,0,43.21,7.41,4.94,20.99,2,2,1,2,7,0,0,0,0,0,1,1,0,3,81,Weekday,1,1,7,11.57142857
7627,Master,Married,2,0,0,25,39.17,8.77,38.21,5.08,7.81,0.96,0,5,11,5,2,0,0,1,1,0,0,1,1,3,2086,Weekend,0,3,21,99.33333333
4501,Master,Single,2,0,0,94,19.76,8.59,42.96,8.93,8.59,11.16,1,3,7,9,1,0,0,0,0,0,0,0,1,1,1478,Weekday,0,0,20,73.9
6424,Graduation,Live_in,0,100,0,9,24.49,12.24,4.08,22.45,4.08,32.65,1,1,0,3,4,0,0,0,0,0,0,0,0,0,49,Weekday,1,0,5,9.8
3075,PhD,Married,1,0,0,47,34.03,7.85,43.98,5.24,8.9,0,1,3,4,7,1,0,0,0,0,0,0,0,1,1,382,Weekend,0,0,15,25.46666667
4992,Master,Live_in,0,100,0,12,8.7,5.8,23.19,4.35,14.49,43.48,3,3,1,2,7,0,0,0,0,0,0,1,1,1,69,Weekend,1,1,9,7.666666667
5252,Graduation,Divorced,0,100,0,80,23.88,17.91,26.87,10.45,1.49,19.4,1,2,0,3,7,0,0,0,0,0,0,0,1,3,67,Weekday,1,0,6,11.16666667
7444,Master,Married,1,50,50,20,63.33,0,30,0,0,6.67,2,1,0,3,8,0,0,0,0,0,0,0,1,1,30,Weekday,2,0,6,5
6919,Master,Married,0,100,0,39,6.35,11.11,23.81,20.63,14.29,23.81,3,2,1,3,6,0,0,0,0,0,0,0,0,2,63,Weekend,1,0,9,7
3537,Graduation,Live_in,0,100,0,57,39.24,3.8,39.24,2.53,10.13,5.06,3,3,0,4,8,0,0,0,0,0,0,0,0,3,79,Weekday,1,0,10,7.9
10277,Graduation,Single,0,0,100,27,85.71,0,4.76,0,0,9.52,1,1,0,3,7,0,0,0,0,0,0,0,1,2,42,Weekday,1,0,5,8.4
2453,Graduation,Live_in,1,0,100,83,64.22,3.42,16.48,1.22,2.56,12.09,3,5,3,12,5,0,0,0,0,0,0,0,1,3,819,Weekday,1,0,23,35.60869565
7972,Graduation,Single,2,0,0,79,34.75,2.78,45.09,6.17,6.52,4.69,1,3,4,9,1,0,0,0,0,0,0,0,1,1,1151,Weekday,0,0,17,67.70588235
895,PhD,Married,1,0,100,69,69.02,2.69,19.19,0,0.84,8.25,3,5,2,10,5,0,0,0,0,0,0,0,2,3,594,Weekday,2,0,20,29.7
1177,Master,Live_in,1,50,50,77,62.02,2.33,20.16,3.1,1.55,10.85,4,3,1,3,7,0,0,0,0,0,0,0,1,2,129,Weekday,2,0,11,11.72727273
7141,Master,Single,0,100,0,15,41.31,4.69,21.6,0.94,1.41,30.05,4,5,1,2,10,0,0,0,0,0,0,1,0,3,213,Weekday,1,1,12,17.75
7232,Graduation,Widow,1,0,100,99,82.09,0,8.96,2.99,0,5.97,2,1,1,3,5,0,0,0,0,0,0,0,1,0,67,Weekday,1,0,7,9.571428571
8477,Graduation,Divorced,0,67,33,61,17.86,3.57,46.43,10.71,17.86,3.57,1,1,0,3,7,0,0,0,0,0,0,0,1,2,28,Weekend,3,0,5,5.6
2457,Basic,Married,0,0,100,23,17.78,8.89,11.11,33.33,4.44,24.44,2,1,0,3,7,0,0,0,0,0,0,0,1,3,45,Weekday,1,0,6,7.5
988,Graduation,Married,2,0,0,84,34.37,0,49.62,12.32,1.84,1.84,1,6,4,7,3,0,0,0,1,0,0,0,1,0,1193,Weekday,0,1,18,66.27777778
7930,Master,Single,0,0,0,74,37.69,4.85,28.36,7.46,6.72,14.93,2,3,1,6,6,0,0,0,0,0,0,0,1,1,268,Weekend,0,0,12,22.33333333
4587,Master,Widow,1,0,0,90,60.9,9.4,19.92,6.02,0,3.76,1,3,1,7,3,0,0,0,0,0,0,0,2,1,266,Weekday,0,0,12,22.16666667
6682,Basic,Married,0,100,0,41,5.41,21.62,2.7,10.81,18.92,40.54,1,1,0,3,8,0,0,0,0,0,0,0,1,3,37,Weekday,1,0,5,7.4
6222,Graduation,Married,0,67,33,28,67.57,0,21.62,5.41,0,5.41,2,2,0,3,7,0,0,0,0,0,0,0,1,1,37,Weekday,3,0,7,5.285714286
10299,PhD,Single,1,0,0,73,44.1,10.32,28.12,7.26,5.56,4.65,3,6,3,13,5,0,0,0,0,0,0,1,1,3,882,Weekday,0,1,25,35.28
3083,Graduation,Married,1,50,50,88,57.64,3.49,23.32,4.56,4.56,6.43,5,6,2,5,7,0,0,0,0,0,0,0,1,1,373,Weekend,2,0,18,20.72222222
8953,Master,Single,0,67,33,94,77.14,0,14.29,0,0,8.57,2,1,0,3,8,0,0,0,0,0,0,0,1,2,35,Weekday,3,0,6,5.833333333
1503,PhD,Live_in,2,50,50,31,79.44,0.93,14.95,1.87,0.93,1.87,0,0,0,1,1,0,0,0,0,0,0,0,0,2,107,Weekday,2,0,1,107
8650,Graduation,Widow,1,50,50,31,11.9,14.29,23.81,14.29,11.9,23.81,1,1,0,3,4,0,0,0,0,0,0,0,0,2,42,Weekday,2,0,5,8.4
10862,Master,Married,0,0,100,6,54.91,2.45,25.46,5.83,3.37,7.98,5,1,2,9,2,0,0,0,0,0,0,0,1,3,326,Weekday,1,0,17,19.17647059
2782,PhD,Married,1,0,100,23,87.13,0,6.68,2.48,0,3.71,3,6,1,7,6,0,0,0,0,0,0,0,1,1,404,Weekday,1,0,17,23.76470588
6941,Graduation,Single,0,0,0,92,17.89,8.42,12.63,11.58,15.79,33.68,1,2,1,2,7,0,0,0,0,0,0,0,1,1,95,Weekday,0,0,6,15.83333333
10972,Graduation,Widow,2,0,0,52,66.56,3.73,18,6.18,1.81,3.73,1,4,3,6,1,0,1,1,0,0,0,0,2,0,939,Weekday,0,2,14,67.07142857
10708,Master,Single,0,100,0,50,30.3,18.18,33.33,0,12.12,6.06,1,1,0,3,7,0,0,0,0,0,0,0,0,1,33,Weekday,1,0,5,6.6
6583,Master,Married,2,0,0,54,39.76,2.24,32.93,10.6,3.57,10.91,1,6,8,6,3,0,0,0,1,0,0,0,1,2,981,Weekend,0,1,21,46.71428571
3641,Graduation,Married,0,100,0,93,27.78,5.56,41.67,5.56,2.78,16.67,2,2,0,3,6,0,0,0,0,0,0,0,0,2,36,Weekday,1,0,7,5.142857143
10156,Graduation,Single,2,0,100,56,17.38,5.09,40.99,18.67,2.51,15.36,1,8,4,7,3,0,0,0,0,0,0,0,1,2,1237,Weekday,1,0,20,61.85
4299,Graduation,Live_in,2,0,100,28,54.85,0.93,31.34,5.1,6.85,0.93,7,11,11,5,7,0,0,0,0,0,0,1,1,3,1825,Weekday,1,1,34,53.67647059
3469,PhD,Divorced,0,50,50,94,18.45,17.48,32.04,23.3,0.97,7.77,3,3,0,3,9,0,0,0,0,0,0,0,0,3,103,Weekday,2,0,9,11.44444444
5063,Graduation,Single,0,100,0,76,21.47,2.62,67.54,5.24,1.57,1.57,3,4,1,4,9,0,0,0,0,0,0,0,0,3,191,Weekday,1,0,12,15.91666667
10727,PhD,Married,2,100,0,43,74.46,6.75,12.55,2.46,1.89,1.89,2,7,3,13,8,0,0,0,0,0,0,0,1,1,1586,Weekday,1,0,25,63.44
9624,PhD,Live_in,2,0,0,46,62.62,4.67,21.5,3.74,1.87,5.61,1,3,4,6,1,0,0,0,0,0,0,0,1,0,963,Weekend,0,0,14,68.78571429
5156,Master,Married,1,0,100,13,14.51,14.51,29.13,18.9,13.61,9.34,5,6,3,12,4,0,0,0,0,0,0,0,1,0,889,Weekday,1,0,26,34.19230769
4376,Master,Single,0,0,0,27,10.75,25.81,16.13,13.98,1.08,32.26,1,2,1,3,7,1,0,0,0,0,0,1,1,0,93,Weekday,0,2,7,13.28571429
8923,Graduation,Single,2,0,0,12,32.39,1.39,46.12,2.65,12.48,4.98,1,6,7,7,3,0,0,0,0,0,0,1,1,2,1587,Weekend,0,1,21,75.57142857
8461,Graduation,Divorced,1,67,33,3,87.5,0,6.25,0,0,6.25,1,1,0,2,7,0,0,0,0,0,0,0,1,0,16,Weekday,3,0,4,4
6945,Graduation,Single,2,0,0,72,28.15,1.45,51.85,2.76,3.93,11.85,1,9,11,11,5,0,0,0,0,0,0,0,2,2,1375,Weekday,0,0,32,42.96875
944,Graduation,Married,1,0,100,6,30.79,26.21,17.56,2.04,11.2,12.21,1,4,2,7,4,0,0,0,0,0,0,0,1,3,393,Weekday,1,0,14,28.07142857
1907,Master,Divorced,2,0,100,53,65.34,4.67,18.89,3.66,2.78,4.67,5,8,4,9,7,0,0,0,0,0,0,1,2,3,1477,Weekend,1,1,26,56.80769231
701,Graduation,Married,2,0,100,58,59.97,1.78,21.2,7.21,3.65,6.19,2,6,2,8,2,1,0,0,0,0,0,0,1,1,1179,Weekday,1,1,18,65.5
3856,Graduation,Live_in,2,0,100,78,56.82,4.98,14.13,3.28,4.98,15.82,4,4,5,13,2,0,0,0,0,0,0,0,1,3,1005,Weekday,1,0,26,38.65384615
4149,PhD,Live_in,2,0,0,57,43.47,4.9,48.44,1.26,0,1.93,1,5,9,6,2,0,0,0,0,0,0,0,2,0,1348,Weekday,0,0,21,64.19047619
2131,PhD,Divorced,2,0,100,37,81.33,6.81,7.8,1.22,0.92,1.91,4,9,4,6,6,0,0,0,0,0,0,0,1,3,1307,Weekday,1,0,23,56.82608696
2942,Graduation,Single,1,0,100,20,62.76,0.62,5.56,0.82,0.62,29.63,2,5,4,4,5,1,0,0,0,0,0,0,1,2,486,Weekday,1,1,15,32.4
1173,Master,Live_in,2,0,0,73,53.29,4.66,33.66,0,1.87,6.53,1,4,2,6,2,0,1,1,0,0,0,1,2,2,2252,Weekday,0,3,13,173.2307692
4381,PhD,Married,1,50,50,56,69.36,0.85,17.02,3.4,4.68,4.68,7,3,1,6,6,0,0,0,0,0,0,0,1,1,235,Weekday,2,0,17,13.82352941
4611,Graduation,Live_in,2,0,0,36,58.53,10.5,6.03,11.72,1.22,12.01,0,9,8,13,3,0,0,1,1,0,0,1,1,2,1724,Weekday,0,3,30,57.46666667
3376,Master,Divorced,1,100,0,9,53.19,2.55,31.06,3.4,1.7,8.09,1,3,1,6,4,0,0,0,0,0,0,0,1,1,235,Weekday,1,0,11,21.36363636
4679,Master,Married,2,0,100,42,66.03,0,13.92,10.9,4.58,4.58,3,7,6,12,4,0,0,0,0,0,0,0,0,0,1092,Weekday,1,0,28,39
10928,Graduation,Live_in,2,0,100,28,52.59,0.67,10.35,6.84,5.18,24.37,2,7,1,7,5,0,0,0,0,0,0,0,1,1,599,Weekday,1,0,17,35.23529412
4248,Master,Single,2,0,0,23,49.8,0.95,35.41,6.23,5.73,1.89,0,4,6,9,1,0,1,0,0,0,0,0,1,0,2008,Weekday,0,1,19,105.6842105
6728,Graduation,Live_in,0,100,0,38,33.33,0,35.42,12.5,6.25,12.5,2,1,0,3,9,0,0,0,0,0,0,0,0,3,48,Weekday,1,0,6,8
6661,Graduation,Married,2,0,100,63,64.48,6.81,18.48,2.47,6.81,0.94,5,9,6,12,6,0,0,0,0,0,0,0,1,3,1174,Weekday,1,0,32,36.6875
4725,PhD,Live_in,1,0,100,71,44.78,2.99,37.31,0,1.49,13.43,1,1,1,4,2,0,0,0,0,0,0,0,2,0,67,Weekday,1,0,7,9.571428571
3277,Graduation,Divorced,1,0,100,9,60,0.82,27.4,7.12,0,4.66,2,7,1,5,8,0,0,0,0,0,0,0,1,3,365,Weekday,1,0,15,24.33333333
5555,Graduation,Divorced,2,0,0,81,16.67,16.67,16.67,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,Weekend,0,0,0,inf
2564,Graduation,Live_in,1,0,100,87,67.27,1.82,16.97,1.21,3.64,9.09,2,3,1,4,6,0,0,0,0,0,0,0,2,0,165,Weekday,1,0,10,16.5
946,Master,Live_in,0,0,0,92,21.43,22.38,24.76,10,9.52,11.9,2,3,1,5,6,0,0,0,0,0,0,0,1,3,210,Weekday,0,0,11,19.09090909
3867,PhD,Live_in,2,0,100,36,37.44,10.23,38.36,0,7.49,6.48,1,9,3,13,4,0,0,0,0,0,0,0,2,1,1095,Weekday,1,0,26,42.11538462
6940,PhD,Single,1,33,67,86,44.84,0.45,17.49,2.69,0.45,34.08,4,3,2,3,6,1,0,0,0,0,0,0,1,1,223,Weekday,3,1,12,18.58333333
55,Graduation,Live_in,1,0,100,83,85.26,0,10.89,1.17,1.84,0.84,4,7,2,9,6,0,0,0,0,0,0,0,1,3,597,Weekday,1,0,22,27.13636364
7093,Graduation,Married,0,100,0,74,13.64,27.27,22.73,0,9.09,27.27,1,0,0,3,7,0,0,0,0,0,0,0,0,1,22,Weekend,1,0,4,5.5
5084,Graduation,Widow,1,0,100,87,41.82,4.98,20.02,9.77,9.21,14.19,1,6,4,13,4,0,0,0,0,0,0,0,1,1,1064,Weekday,1,0,24,44.33333333
1777,Basic,Married,0,0,0,29,2.7,2.7,14.86,55.41,9.46,14.86,1,2,0,3,8,0,0,0,0,0,0,0,0,3,74,Weekday,0,0,6,12.33333333
8162,Master,Live_in,0,0,0,88,15.38,3.85,42.31,23.08,7.69,7.69,1,1,0,3,6,0,0,0,0,0,0,0,1,3,26,Weekend,0,0,5,5.2
10826,Graduation,Married,0,0,0,77,10,1.67,11.67,38.33,6.67,31.67,1,1,1,2,8,0,0,0,0,0,0,0,1,3,60,Weekday,0,0,5,12
8754,PhD,Live_in,1,0,100,25,70,0,15,0,0,15,1,1,0,2,7,0,0,0,0,0,0,0,1,2,20,Weekend,1,0,4,5
1987,Basic,Single,0,100,0,34,1.69,16.95,18.64,32.2,5.08,25.42,2,2,0,3,6,0,0,0,0,0,0,0,0,1,59,Weekday,1,0,7,8.428571429
11007,PhD,Married,0,100,0,43,76.47,0,17.65,0,0,5.88,1,1,0,3,8,0,0,0,0,0,0,0,1,2,34,Weekday,1,0,5,6.8
7426,Master,Married,1,50,50,76,56.06,8.08,18.69,3.54,4.55,9.09,3,3,1,5,3,0,0,0,0,0,0,0,1,1,198,Weekday,2,0,12,16.5
